YYYYMM,SMALL LoAC,ME1 AC2,ME1 AC3,ME1 AC4,SMALL HiAC,ME2 AC1,ME2 AC2,ME2 AC3,ME2 AC4,ME2 AC5,ME3 AC1,ME3 AC2,ME3 AC3,ME3 AC4,ME3 AC5,ME4 AC1,ME4 AC2,ME4 AC3,ME4 AC4,ME4 AC5,BIG LoAC,ME5 AC2,ME5 AC3,ME5 AC4,BIG HiAC
199703,-5.4925,-4.2456,-5.8698,-4.6972,-6.287,-6.9738,-4.7755,-4.2054,-5.2962,-4.7708,-3.2934,-3.6031,-4.2852,-3.9863,-5.5959,-4.8709,-3.9059,-4.3191,-3.777,-3.4122,-4.9848,-2.3826,-2.7555,-4.5603,-5.2578
199704,-3.7602,-3.9134,-3.0419,-4.1442,-4.6039,-3.08,-0.139,0.3692,-1.8092,-1.4601,-0.2482,-0.2643,1.5216,2.6575,2.8888,0.9301,2.6347,0.6858,1.7595,0.6898,1.3779,7.0873,4.2413,7.9893,2.1685
199705,10.7701,9.7328,9.8964,13.1171,11.933,13.9457,10.5834,11.902,15.0685,15.0188,14.4709,12.5411,8.3525,8.692,11.7675,8.9573,7.2189,6.503,8.2296,8.9118,8.0753,4.3654,7.762,5.9926,5.0417
199706,5.1256,3.5563,7.345,4.658,5.2962,4.1914,4.3632,3.9789,3.1653,4.6968,3.4479,3.9952,4.9274,3.1941,4.1444,4.2048,1.9445,3.2955,1.9831,2.636,1.5457,5.0634,3.3541,4.1485,3.6331
199707,6.9877,4.9733,3.8381,5.613,5.2238,5.9435,5.8653,4.6868,5.1358,5.7866,5.3509,7.7702,5.0339,6.084,3.8367,6.8494,5.7849,4.5921,7.1548,8.9704,9.3809,8.5174,6.3249,6.263,8.7916
199708,6.5106,4.6654,3.6878,5.0372,4.3689,2.7515,4.3002,3.6692,3.9527,1.9316,3.0818,1.8541,2.4063,2.468,2.7633,0.0462,1.5303,0.4451,0.1259,1.2265,-2.8607,-4.6137,-4.7942,-7.2251,-6.1725
199709,8.7597,8.7672,9.4386,8.1832,9.8311,5.1967,6.9454,8.5644,7.9138,7.8875,5.7447,5.727,6.8809,3.8729,8.6906,4.894,5.2066,4.3176,5.0888,4.7758,4.8549,5.1428,4.2846,4.3363,6.658
199710,-3.9255,-2.8301,-3.357,-4.2874,-4.5701,-4.214,-3.96,-5.786,-5.548,-5.8742,-5.5003,-4.1112,-5.3671,-3.489,-5.8775,-7.6648,-4.7836,-4.3903,-4.1203,-9.2554,-3.4974,-2.7081,-1.8762,-3.1665,-8.3654
199711,-2.2423,-2.1685,-3.6093,-2.0135,-4.0413,-0.2072,-2.4331,-1.412,-3.4614,-3.214,-0.8272,-1.8853,-0.3786,0.7282,-4.0172,1.9145,0.7158,2.701,2.0253,0.0646,6.8949,3.8622,3.5802,6.2947,2.3007
199712,-4.9806,-2.9121,-5.1687,-4.0506,-4.0718,-1.6854,0.0542,-1.6176,-0.5033,-1.3594,0.7814,0.4894,0.9389,1.7869,0.8981,0.2041,2.0193,2.8699,0.6026,-3.3071,-0.674,-0.0142,0.1638,2.1809,3.5923
199801,1.5002,-0.2969,-2.0694,1.3865,-1.6747,0.8274,-0.2521,-1.5389,-1.6387,-1.1975,-0.3489,-1.8889,-1.8422,-0.9844,-0.3758,2.0522,-2.6052,-0.9158,-1.6404,0.0748,4.3957,1.5073,2.8607,-0.0576,4.2408
199802,6.3014,7.1686,6.28,7.58,5.6972,9.6436,6.4606,7.7195,9.5436,8.8498,10.2633,8.8043,6.1247,8.6035,10.5972,8.8967,5.4564,6.5478,8.7382,9.1179,8.1379,6.2665,4.6113,7.6846,11.6806
199803,5.8291,3.6617,5.3642,4.634,5.5937,4.8197,4.2653,4.8069,6.8121,2.8247,4.2346,5.421,4.3984,3.6097,4.0923,5.0147,3.969,5.7485,4.7874,2.691,3.5458,3.8023,5.5279,6.3308,2.4281
199804,3.7964,1.9158,1.1388,3.6514,2.1775,1.0447,0.5728,1.9309,0.2713,1.5995,-0.4242,1.7773,3.0438,-0.8588,-0.6497,-0.8876,-0.2019,-2.8525,1.2927,1.7715,0.7159,3.2413,1.1362,-0.5043,0.1101
199805,-5.6962,-3.4305,-2.8587,-5.6562,-5.9672,-6.4007,-7.889,-4.3901,-6.5344,-5.8189,-4.8756,-6.7235,-6.8732,-4.1452,-8.1977,-3.938,-4.4529,-3.0308,-2.6308,-5.1028,-2.7682,-2.7902,-2.135,1.2539,-3.0732
199806,-0.3587,-0.1087,-0.8052,-1.3836,-0.5973,0.7044,1.328,0.1837,-0.4741,-1.9911,0.9168,3.1563,1.91,-0.0127,-2.3043,-0.3586,-2.0317,0.6479,1.225,0.2403,9.043,1.9801,3.206,5.609,6.5513
199807,-7.5326,-7.2313,-7.3382,-6.2371,-7.8739,-5.2972,-8.6973,-10.4467,-6.0844,-10.3166,-7.7976,-9.4034,-5.1964,-10.0175,-8.4918,-5.9281,-4.6629,-4.3532,-5.8031,-10.3276,0.1233,0.1808,-3.0649,0.394,-6.5401
199808,-22.6898,-20.8114,-20.0133,-21.7654,-24.0838,-22.5786,-18.7026,-15.0996,-20.007,-24.1239,-21.402,-16.8849,-17.578,-20.6515,-22.8234,-19.7707,-17.1395,-12.8438,-15.4159,-23.4118,-10.709,-13.6303,-9.9405,-13.7543,-11.9179
199809,2.5429,6.1688,5.3944,4.5077,3.433,5.0799,9.7157,5.8387,9.3866,7.5902,10.8682,7.3622,8.2598,9.4953,6.3377,6.8539,9.9178,8.1808,5.1958,1.9856,7.4839,8.5207,8.2941,8.42,5.0637
199810,2.1752,1.8482,3.8605,3.1115,3.7128,5.4375,1.6352,7.9679,3.505,6.7236,6.5123,5.0069,4.3913,5.7289,7.5301,9.5139,4.3717,7.8178,6.3245,10.8669,11.3667,5.1687,6.4821,7.7915,2.2561
199811,10.3763,7.9554,8.1408,6.7941,10.5457,5.6837,3.9962,5.5546,9.0845,7.7757,7.4274,4.782,3.8608,6.0281,6.596,3.0129,5.0557,3.7149,6.1471,6.3105,4.9234,8.0652,5.128,8.6146,5.721
199812,1.0368,4.4143,2.5483,2.4997,3.2883,7.3673,7.1459,7.0651,6.6278,3.0239,8.2133,6.8814,3.8643,9.2245,8.5319,7.146,3.8983,6.8603,6.4529,6.996,9.318,7.2752,4.0016,10.3732,4.037
199901,7.2437,6.0424,6.3878,3.2002,6.866,4.8493,0.4798,0.8864,-2.8071,3.8821,5.6438,-4.4188,-1.923,0.8772,6.9198,-0.9541,-0.9844,-1.3298,-0.2177,3.7471,7.0242,8.1903,0.4542,5.4825,3.3338
199902,-8.7283,-6.5761,-6.7746,-8.5444,-7.6825,-9.522,-9.2788,-9.9081,-10.4944,-9.853,-5.6906,-6.7788,-6.179,-10.9355,-9.4634,-4.8969,-3.1975,-1.9379,-6.727,-7.4853,-5.5609,-5.3936,-0.699,-4.366,-3.106
199903,-1.8091,-1.2625,-1.8071,-3.4804,-5.3451,0.8057,2.9469,1.2524,-0.4271,-1.9962,4.8172,3.4607,2.5312,1.5685,4.8665,-1.2677,2.4334,4.6155,1.8001,5.8289,7.4102,4.1965,3.1696,3.9231,4.6353
199904,12.6955,9.4222,7.6353,8.1794,10.3178,12.1188,6.6402,7.495,5.9732,6.2222,11.6566,6.2458,5.5205,13.0365,16.5791,10.845,8.3194,9.609,5.9341,13.8284,-2.6208,1.9717,6.0783,2.8672,7.9209
199905,4.4053,3.1183,3.59,3.6117,3.2714,1.5221,4.8719,-0.3942,5.2224,5.3119,-4.7539,3.6114,3.0833,2.8232,-3.5313,3.7017,2.3403,-0.4718,2.6852,3.7938,-5.9624,-1.1761,-1.6831,-0.3566,-1.1845
199906,7.1593,6.6339,10.8081,7.1363,7.6934,6.6773,7.0413,8.5259,8.0494,9.3053,5.9237,7.6545,3.5047,2.2257,4.0505,5.8832,4.7709,6.0948,7.6799,10.9349,4.9238,5.5462,2.6046,9.1148,2.9031
199907,1.3008,3.1447,4.2584,0.3013,0.66,-2.9109,0.9385,0.2252,-3.1157,-3.504,0.3289,-3.4299,1.0139,-3.4411,-6.6487,-0.5225,-0.3965,-2.7894,-1.4167,-3.169,-4.7508,0.2908,-2.0681,-2.7335,-3.2386
199908,-3.2093,-2.559,1.4059,-3.147,-3.4022,-3.0927,-2.662,-2.158,-5.0135,-3.871,0.9509,-3.2528,-2.3169,-4.9766,-5.1356,-4.1905,-0.0317,-1.5703,-2.977,-1.9946,3.1256,0.5185,-0.058,-1.7401,-3.9405
199909,0.0712,-1.1503,-0.2229,-0.4199,-3.6117,-0.7528,-0.591,1.318,-0.6202,0.6897,0.3758,3.0078,0.6094,-0.6533,-0.0006,-1.0187,-2.5243,1.47,-0.147,-3.3476,0.1524,-3.7139,-3.5394,-3.6657,-4.628
199910,3.0098,0.517,-1.5453,-3.0163,-3.5138,-0.4229,1.0612,-1.0067,-0.717,-3.2208,1.4279,1.1396,-0.1841,-0.5079,-3.4579,5.8246,3.4878,1.7812,7.0367,1.1981,8.4131,4.495,5.7392,3.5555,-0.6422
199911,16.1521,13.0336,8.3876,11.9017,13.4986,9.6718,5.4798,6.1004,12.8624,8.8309,8.812,3.6356,4.8872,9.1079,9.9498,7.5135,3.0088,2.5435,5.5174,10.4536,6.5028,4.0394,1.2286,5.2892,5.5017
199912,22.9529,14.5428,12.6819,23.2534,16.6681,13.3148,8.0369,12.7518,12.5469,16.9261,14.1951,10.7003,12.767,10.091,7.2468,13.6191,9.5186,9.4093,15.0811,20.4517,15.0018,5.5981,1.4985,6.1867,3.942
200001,6.8237,11.5066,8.2371,4.283,8.0648,0.2044,0.0119,2.459,1.1374,-1.3697,-5.2135,-2.7473,0.1194,-5.9905,-3.8703,0.4605,-3.3636,-7.4589,-1.8221,-8.2094,-8.6098,0.8699,-1.9043,-3.721,-14.1509
200002,33.1899,34.1517,38.1598,31.562,30.3806,20.4466,16.1159,21.5559,23.2838,17.7688,12.3604,14.9888,17.8669,12.4805,8.4703,16.2997,14.231,2.2873,20.615,16.3239,3.2581,3.851,-5.7765,-0.2723,0.8003
200003,-11.7496,-11.2841,-6.0601,-13.1026,-12.8096,-1.7057,-4.3669,-10.0397,-9.7113,-9.7152,-3.6631,-10.026,-6.0215,3.0385,0.117,3.1246,5.1466,4.0653,2.3478,-0.7351,11.3396,7.5521,2.438,8.2268,10.0149
200004,-19.3087,-14.7971,-13.841,-15.7524,-15.794,-12.1582,-4.4854,-4.5103,-8.5555,-10.883,-5.7971,-3.3847,-1.0819,-9.7634,-4.5756,-5.7898,-4.0717,-4.8703,-0.4997,-1.1097,-11.2748,-0.1833,1.6905,-4.4156,0.7222
200005,-12.9278,-7.8834,-7.6453,-5.9914,-12.0512,-9.2257,-7.252,-5.0787,-5.6344,-8.614,-5.1422,0.7731,-4.0107,-3.9666,-0.7039,-5.8449,-3.1104,-5.3318,-5.2074,-3.7299,-8.5177,-4.3488,1.5784,-4.5682,-0.9736
200006,26.0175,25.1902,25.0007,23.8553,18.5357,9.7506,10.2596,12.4168,14.6967,8.053,8.4715,6.712,8.2186,9.4567,3.66,10.1272,1.2231,-1.2987,7.2166,8.6096,9.6329,4.0946,0.9372,5.0115,3.9574
200007,-1.1627,-1.9089,-1.4058,-2.8673,-3.2353,-3.5239,-2.5461,-2.8393,-0.7062,-6.7226,-6.3394,-6.9983,-1.7107,-3.4843,-5.1188,-3.7896,-4.8327,-2.8004,0.4285,-6.7066,1.1016,-3.6673,-3.6076,-5.5846,-7.4071
200008,9.132,7.4298,5.4878,5.8789,7.6971,5.5533,6.6584,5.7684,6.7398,6.1853,7.9949,13.3082,4.8533,7.1907,6.3991,6.4651,11.26,9.242,8.5159,12.3751,13.3843,6.2257,3.4442,9.5081,4.6663
200009,-4.9004,-3.1068,-2.2237,-5.0227,-6.1819,-1.0756,-2.7943,-5.275,-3.6828,-7.0981,-8.3705,-3.8343,-6.3506,-4.0212,-7.2817,-7.8638,-6.6906,-4.8918,-3.0777,-6.2165,-4.9956,-12.0998,-0.8905,-2.738,-3.1643
200010,-9.3609,-7.622,-7.6839,-6.9915,-10.2815,-7.3493,-2.0412,-6.0688,-2.4536,-3.951,-5.7297,-7.3955,-3.7504,-0.526,-9.4275,0.496,-3.4398,0.1509,-1.7986,-2.4827,-5.0573,-1.2345,-1.9651,1.9528,-6.025
200011,-14.7856,-12.6301,-8.3816,-7.7663,-14.0549,-15.193,-8.1879,-8.1846,-6.5471,-12.1886,-18.3762,-11.6321,-6.1458,-7.3664,-13.8401,-7.6606,-10.4002,-7.7411,-5.6609,-12.1777,-20.1834,-11.3846,-5.0831,-8.4517,-11.3499
200012,-5.661,-0.6358,-0.4757,0.3152,-1.511,5.897,5.6585,6.8706,5.5112,4.2213,6.3719,8.3686,8.0095,8.3709,9.9056,6.2268,7.8765,8.1864,9.3479,5.9293,-5.3536,-4.9227,0.6749,4.1782,3.1156
200101,20.4052,19.9587,12.4818,15.6626,19.7467,11.4388,8.3584,6.3185,6.5171,13.6163,6.4834,6.476,3.2547,2.9895,8.6159,5.4922,3.6758,-0.5791,1.7739,4.0862,11.2585,8.2607,-0.2178,-1.3878,4.0411
200102,-6.1384,-6.5291,-3.7086,-4.0998,-7.6665,-7.8044,-4.8687,-2.892,-5.204,-7.3682,-9.7769,-11.0511,-5.5807,-4.0449,-8.4202,-5.6293,-8.3408,-5.5837,-4.3227,-8.3199,-15.6798,-13.3717,-7.5284,-10.8538,-9.5848
200103,-6.8301,-4.6089,-3.7179,-4.0312,-3.8579,-3.985,-1.3759,-4.3141,-2.369,-4.9122,-8.5082,-5.1751,-5.0265,-4.0044,-11.512,-7.1179,-6.481,-5.8683,-4.9851,-9.2095,-13.0978,-7.7363,-5.1152,-7.5755,-10.6644
200104,7.7473,7.257,7.492,6.2311,5.6756,8.3503,6.5941,8.8033,7.2902,8.4732,9.8537,8.4292,9.4993,6.6705,11.8185,11.3057,9.6749,10.6271,10.4891,12.405,11.6955,8.6912,7.5763,6.5276,10.2048
200105,10.7685,11.5418,9.0522,15.69,11.2949,2.9821,3.0008,2.5247,3.8424,8.1723,3.1854,2.9571,0.4805,3.5699,3.1276,2.0115,1.9783,3.4461,3.3433,4.4181,-0.0248,0.423,-0.3364,-0.7874,-1.1612
200106,1.5705,1.5497,0.4635,2.9198,3.7818,3.1381,5.5787,5.3203,6.9032,6.9762,-1.9274,1.9282,0.9526,0.5986,1.9168,-3.6088,0.4789,1.1351,-0.3671,0.7491,-2.1596,-1.3836,-3.3325,-6.4443,-5.4189
200107,-5.4635,-5.4693,-4.1168,-2.9981,-4.5428,-6.8069,-7.0697,-8.0051,-6.1791,-9.4348,-6.2484,-8.4635,-5.975,-4.7314,-4.7848,-4.309,-4.1155,-3.7969,0.092,-2.8783,0.9209,-0.4214,-0.1382,-3.9239,-0.4069
200108,-3.8437,-2.0662,-6.6352,-3.0298,-4.9358,-4.0263,-5.1737,-4.4312,-4.5477,-5.8318,-5.2974,-5.4663,-2.0892,-3.3891,-6.0437,-6.1133,-4.9645,-5.3271,-4.2501,-3.9803,-9.1171,-7.8616,-4.3774,-6.4786,-8.1909
200109,-16.152,-14.8164,-13.8661,-14.5739,-13.2765,-19.679,-15.1372,-15.6044,-18.8929,-18.8352,-16.4911,-14.1122,-16.5062,-15.7385,-16.1165,-13.4103,-13.4242,-16.3287,-17.4086,-14.8633,-3.9477,-8.5596,-7.435,-11.5375,-11.4007
200110,10.5438,7.5464,5.0637,8.7638,7.8822,7.6989,6.8421,7.7178,10.0493,9.7257,6.7331,10.7097,10.7423,7.772,10.972,5.1632,6.1132,6.1669,8.5544,6.8515,3.7618,0.801,4.2753,7.5818,0.7669
200111,8.6915,7.5797,7.4081,7.811,7.8965,11.0886,11.8247,8.4568,8.5757,9.944,12.7127,9.1453,7.6331,8.7468,8.9825,8.7962,7.365,9.2687,9.9442,12.0352,7.366,9.8196,6.8339,8.6641,5.7238
200112,6.1962,10.1832,8.3699,9.3069,8.8033,8.2969,7.6503,6.0077,7.7313,7.9574,3.4114,7.4208,6.6823,5.4947,7.1129,4.2754,3.0505,3.7954,5.2586,4.4241,-2.3808,0.3941,-1.2625,3.4252,1.3207
200201,2.0356,0.2505,-1.1906,0.8834,2.3799,-1.2148,-2.5637,-2.4447,-0.3419,-3.3514,-0.9554,-2.857,-2.7857,-2.9672,-2.5726,-2.8401,-0.2238,0.66,-0.7012,-2.2933,2.2352,-0.769,-0.3848,-2.4005,-2.6182
200202,-5.4431,-7.1465,-5.7447,-1.8796,-6.7484,-5.1566,-4.8103,-2.39,-4.9497,-4.2609,-5.9664,-3.682,-2.5485,-3.6729,-1.4978,-1.8457,-3.0582,-2.1176,-1.7283,-1.2574,-2.5744,-3.2162,-0.692,-3.7336,-4.7064
200203,10.7938,9.1001,7.6585,7.4131,9.3371,8.5642,9.4754,9.3581,10.7771,9.0471,8.676,7.8689,6.9418,9.7388,9.7765,7.6816,6.7654,5.0357,7.2717,7.6481,1.4394,2.0888,3.9657,4.2107,6.3285
200204,1.5951,-1.9392,2.2052,0.7785,0.2574,0.5924,-0.7919,0.357,0.0882,0.2534,-2.4553,-3.0633,-2.2736,-2.498,1.2526,-3.1953,-1.8052,-3.1579,-0.3056,-3.578,-6.3526,-8.486,-5.5692,-8.2422,-7.2213
200205,-1.6108,-2.7144,-2.5757,-1.8735,-3.1646,-4.446,-6.1911,-5.84,-6.668,-6.1533,-2.9066,-3.9033,-4.678,-3.0551,-6.7535,-3.3982,-0.9007,-2.1291,-1.5541,-1.1643,-2.8992,-0.2478,-1.6984,-0.6615,-0.1096
200206,-3.8417,-4.0652,-3.7988,-1.7027,-4.2277,-5.2351,-5.9268,-3.7848,-4.9698,-4.6706,-8.1009,-7.501,-8.9609,-5.3639,-4.6607,-7.1382,-8.8037,-9.404,-7.5219,-10.3615,-3.2516,-10.8253,-7.5846,-3.3488,-11.1282
200207,-16.5555,-18.5406,-14.3122,-14.2303,-17.6439,-18.9783,-15.555,-16.0706,-19.0644,-16.5041,-12.5198,-14.5799,-9.7808,-10.695,-13.8089,-11.985,-11.2076,-9.5438,-11.0874,-14.2347,-6.5831,-5.6704,-9.2081,-6.7878,-9.9911
200208,-3.504,0.8687,-3.2167,-1.7521,-2.8993,0.5644,-1.0046,-0.564,0.7182,-0.1704,2.276,1.0035,0.6771,0.0937,2.2321,0.5268,-1.2764,-1.2759,1.2037,1.0732,0.1647,0.0165,1.904,-0.6259,1.6381
200209,-11.7252,-12.0723,-9.2781,-8.089,-7.6551,-8.2371,-9.7067,-6.9951,-7.5668,-6.8435,-7.6801,-10.9064,-6.7824,-9.2785,-7.8849,-11.3205,-10.2541,-7.9292,-11.6507,-12.5123,-12.2936,-9.3699,-9.3915,-9.0739,-12.9232
200210,4.9033,3.6978,4.997,1.3658,3.7909,4.8375,8.2292,4.6978,3.9214,1.473,4.5144,9.6366,3.8251,4.9403,2.1536,3.4543,8.6511,5.2395,6.7826,3.5879,10.0609,9.5387,10.7955,9.1786,5.3935
200211,16.6345,15.4463,11.3026,10.9306,14.7138,11.2661,12.4516,9.0457,11.9866,9.4077,6.6116,11.5446,10.5037,7.3914,9.5604,11.2569,11.986,6.3366,11.1104,11.5854,6.3952,7.1663,5.2885,3.2617,6.7319
200212,-7.612,-6.3357,-5.4075,-6.8375,-6.0348,-8.0143,-7.5618,-6.5771,-7.0379,-7.4907,-6.4075,-6.1139,-5.8774,-5.9564,-5.8835,-4.7464,-6.3188,-4.2786,-5.2571,-9.1061,-5.6419,-6.6108,-6.6004,-4.8006,-5.0761
200301,-2.4856,-0.8991,-2.3105,1.2759,-1.6638,-2.4909,-2.6507,-4.8646,-2.9368,-4.1028,-4.0914,-3.2362,-2.0999,-1.7746,-6.1435,-1.4337,-1.889,-3.8438,-3.8996,-2.1886,-3.3611,-1.3424,-4.3279,-3.9781,-0.9516
200302,-4.1622,-4.6423,-3.5372,-4.4022,-4.4005,-4.3386,-2.9873,-4.3162,-2.3433,-2.6383,-4.5824,-2.6745,-3.2865,-2.8246,-2.2868,-3.015,-2.6879,-2.8972,-2.7787,-2.0234,-2.3663,-1.49,-1.6013,-0.4454,-2.5967
200303,-0.1351,-1.2679,1.683,3.0009,0.1452,2.3861,0.1703,2.9859,-0.4976,2.8895,3.5372,-2.3771,2.0081,2.3468,1.4332,0.7859,-0.5186,1.2042,0.562,0.6688,1.2883,1.894,2.3663,-0.3216,2.3449
200304,11.4941,11.1424,10.7761,8.6579,11.4252,12.6902,9.7411,10.3229,8.996,8.7783,8.7731,10.3182,9.7149,10.5948,9.2506,7.191,8.8543,8.1571,6.3058,10.7228,8.2694,4.9975,7.5331,6.3343,5.858
200305,18.8468,16.935,16.2477,14.4838,14.697,13.3343,10.2838,12.6538,13.0133,10.9613,8.6576,11.6003,8.3771,8.854,9.1455,9.2705,9.0264,9.9353,12.3109,10.9324,8.0054,5.4821,1.89,8.7999,6.0682
200306,6.3863,4.7381,5.5998,4.7362,7.679,4.9836,1.7952,0.2959,-0.3054,1.9699,2.3091,1.9374,1.7621,1.244,2.6384,2.9584,0.1799,0.6953,2.1349,0.367,0.9583,-0.6502,3.4614,1.6236,1.0305
200307,13.5203,6.1553,8.3333,7.3335,8.8192,9.1921,6.3027,4.5694,5.6676,8.8224,5.2512,6.4354,3.8506,3.1278,5.7209,3.7248,3.3146,4.9415,1.4512,3.6192,0.6494,1.8225,-0.2213,1.9904,0.6601
200308,7.0863,6.7031,3.9834,5.8323,5.083,7.1029,7.8066,4.672,4.3774,4.9345,8.9457,5.217,6.0768,5.9702,6.2612,4.4608,5.0146,6.9323,4.7723,6.4775,1.0918,1.5829,0.6424,4.7471,3.5967
200309,2.2767,3.1367,1.9551,1.057,4.296,-4.5896,-3.8613,-2.4266,-3.9772,-1.6995,-2.0256,-2.7415,-3.2836,-3.1459,-2.3138,-1.8282,-0.8128,-3.317,-0.9364,-4.1083,-0.3722,-1.0099,-2.5493,-0.6278,-4.6106
200310,13.1456,10.3863,9.4058,7.7555,8.9906,10.612,9.4739,8.6151,6.1619,9.6376,11.5572,8.08,9.3213,7.9132,7.5312,7.7734,8.5581,9.0912,7.8145,7.2806,5.7763,5.4014,4.2245,6.4691,4.6794
200311,5.4518,7.5374,3.5842,3.8345,3.0056,3.4465,4.6084,3.064,3.6147,2.5774,2.6256,3.2984,4.1724,3.3304,3.1788,2.7323,1.993,4.3439,1.7138,2.2383,1.818,0.8966,0.36,1.5034,2.5015
200312,2.3063,3.7405,1.6572,2.502,3.0184,1.9691,1.1931,3.6523,3.6197,2.4286,0.5145,2.4123,1.4122,5.4996,3.0596,2.9457,1.825,3.2266,2.8862,1.8686,3.2724,4.8471,5.9938,4.5597,3.7384
200401,8.1652,7.1262,7.8474,9.0937,5.6453,5.7337,4.5666,4.5308,4.2705,3.8578,6.6329,3.8813,3.6714,1.4191,1.4676,3.5967,3.684,1.6094,1.601,1.2831,2.8245,2.1443,1.4403,-0.0145,-1.2224
200402,-0.1317,-0.615,-0.671,1.3325,0.1087,0.6039,0.3241,0.1353,0.8813,0.8923,-3.1663,2.6414,0.4285,2.0552,2.5108,1.9184,2.3968,2.0587,0.3789,2.2727,0.243,-0.1841,2.4615,0.6074,3.4625
200403,-1.0452,-1.6321,-1.2812,0.9665,-1.214,-2.5625,0.3881,0.9491,2.3851,3.4127,-1.4989,0.9904,1.0096,0.563,1.4683,-1.4789,0.0593,0.8182,-0.9647,0.9676,-0.5905,-1.0432,-2.0312,-1.8292,-3.465
200404,-7.8475,-4.027,-3.9486,-3.7564,-4.3035,-6.0353,-4.1308,-3.6899,-1.699,-5.6113,-3.1741,-3.6199,-2.8259,-3.4268,-2.8496,-3.9332,-3.217,-3.0092,-2.2169,0.0612,-2.1756,-1.1676,0.4123,-0.4671,2.4802
200405,-0.1837,-0.2213,-2.067,-0.46,0.1325,1.9128,1.5255,0.5092,1.1652,3.465,1.5202,2.7476,2.8707,0.8118,0.2284,1.3818,1.6579,2.6174,1.8548,2.0249,1.3729,1.5706,0.1304,1.4557,0.8958
200406,3.5835,4.9943,4.6042,1.7746,4.2606,5.4362,5.2951,4.5141,4.5495,6.5602,4.5505,4.415,3.6307,2.2752,2.5726,3.3525,1.7833,4.0321,2.1252,3.8538,0.3282,2.3856,0.7738,2.5703,2.0696
200407,-8.047,-10.2266,-9.2952,-9.0746,-11.2849,-9.3351,-5.9913,-7.1217,-7.2296,-7.7389,-8.0934,-6.3828,-5.6369,-5.5814,-4.6668,-5.6014,-7.9971,-5.3688,-4.4762,-6.4813,-2.6042,-3.2007,-4.4641,-3.4599,-7.0615
200408,-2.6725,-2.6683,-1.2399,-2.3235,-2.6372,-3.4915,-2.8982,-1.5329,-1.2112,-2.2198,-2.0467,-3.9921,-1.4432,-1.7966,0.2507,-2.979,-2.7752,-0.8793,-1.2011,-1.4353,0.3183,-0.1443,-1.0306,1.3077,0.7559
200409,4.9003,6.2516,4.6356,4.4076,3.6861,5.544,8.6741,6.4948,5.5218,5.672,4.1377,3.6367,3.9986,4.5857,4.6838,3.5596,4.9344,3.2379,3.3207,2.815,-0.4385,1.7769,0.6228,3.5719,3.3671
200410,0.4216,3.2368,1.3712,1.5955,0.0651,3.4719,2.9681,2.6553,2.9253,0.6463,2.326,0.5319,4.1676,1.181,2.0049,3.3786,3.4553,1.9777,2.0555,2.854,1.0609,1.9977,1.8813,1.3153,0.706
200411,8.7275,10.1152,8.5626,9.5321,11.7225,8.3129,9.9223,9.9711,8.4727,10.2241,8.4111,7.9906,5.9827,7.0363,6.403,9.8564,6.7399,4.4893,6.0251,9.0091,6.5347,4.3705,2.8014,4.1719,4.4138
200412,6.0065,3.9821,4.0818,5.0312,6.8052,2.7696,3.3163,3.0266,3.233,4.222,3.8721,3.6572,3.3581,4.4679,4.6217,4.3833,3.1314,4.5403,2.9624,4.2449,3.2965,2.9856,2.6275,3.6554,4.7112
200501,-3.9563,-6.1013,-5.55,-3.0371,-4.8418,-3.5473,-2.7744,-3.7296,-3.4375,-4.2734,-4.1531,-2.2973,-4.0105,-2.9775,-2.1176,-2.2347,-3.3398,-1.5487,-3.0621,-3.8556,-3.4083,-2.9043,-2.3073,-2.0304,-1.9902
200502,1.3849,0.0401,-0.7921,1.129,0.5859,1.8995,6.2253,3.5329,1.9363,3.6735,2.6348,4.1484,2.3889,2.7977,0.9204,4.7599,3.3478,1.8062,3.2466,2.0519,2.5571,1.4499,6.1683,0.076,3.5411
200503,-3.5048,-3.6786,-5.0566,-3.5631,-4.3688,-1.1412,-4.0503,-2.6853,-2.0599,-1.0435,-1.5315,-2.6959,-1.3309,-2.4862,-1.1166,-2.5794,-1.6667,-0.0462,0.4168,-0.9332,-0.1327,-1.5283,-1.1892,-0.3752,-1.3981
200504,-7.0158,-7.5197,-7.6782,-5.9572,-5.7993,-6.672,-7.642,-6.9108,-4.9403,-7.0929,-4.9777,-5.1941,-4.0179,-3.752,-6.5155,-4.2762,-5.3707,-3.4831,-3.8374,-3.6168,-0.4288,-2.8012,-1.572,-2.7366,-1.4264
200505,5.5784,7.9147,6.1245,6.51,3.9546,7.6264,9.2048,6.9995,8.6353,6.7479,7.6703,6.0096,5.8737,3.9268,5.6865,5.3751,5.6296,5.7079,4.4822,8.2649,2.72,3.3815,3.6225,4.2893,1.9555
200506,4.5519,4.7111,4.2587,5.3114,4.6725,2.1598,3.067,4.9654,3.5551,2.9465,2.9849,2.0434,3.4668,0.738,4.2465,4.0498,1.8108,1.2393,0.8279,1.5511,1.1945,-1.1991,-0.6719,0.9856,1.2456
200507,8.6317,7.3461,7.629,6.4552,8.7007,5.7341,6.7641,5.6011,7.3086,8.7072,4.7578,4.8786,6.0431,6.9946,6.504,5.9529,7.4355,6.3965,6.3706,4.5682,3.9358,4.5023,5.5567,2.4861,4.5744
